publication_date;report_date;province;health_zone;probable_cases;confirmed_cases;total_cases;new_suspected_cases;old_suspected_cases;total_suspected_cases;new_deaths;total_deaths;confirmed_deaths;new_cured;total_cured;population_density;forest_coverage_percent;water_proximity_index;latitude;longitude
43353;43352;North Kivu;Masereka;0;1;1;0;0;0;0;1;1;0;0;90;0.3;0.3;0.18;29.15
43353;43352;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;0;110;0.35;0.4;0.1;29.2
43353;43352;Ituri;Mandima;2;9;11;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43352;43351;North Kivu;Beni;4;20;24;3;1;4;0;18;14;0;3;400;0.45;0.6;0.4911;29.473
43352;43351;North Kivu;Butembo;2;1;3;0;0;0;0;3;1;0;0;1200;0.15;0.4;0.1416;29.2881
43352;43351;North Kivu;Kalunguta;0;1;1;0;0;0;0;0;0;0;1;60;0.75;0.5;0.28;29.35
43352;43351;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;2;120;0.8;0.5;0.6936;29.5218
43352;43351;North Kivu;Mabalako;21;66;87;9;7;16;0;63;42;0;26;55;0.85;0.6;0.4167;29.25
43352;43351;North Kivu;Masereka;0;1;1;0;0;0;0;1;1;0;0;90;0.3;0.3;0.18;29.15
43352;43351;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;0;110;0.35;0.4;0.1;29.2
43352;43351;Ituri;Mandima;2;9;11;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43351;43350;North Kivu;Beni;4;20;24;1;0;1;1;18;14;0;3;400;0.45;0.6;0.4911;29.473
43351;43350;North Kivu;Butembo;2;1;3;3;0;3;0;3;1;0;0;1200;0.15;0.4;0.1416;29.2881
43351;43350;North Kivu;Kalunguta;0;1;1;0;0;0;0;0;0;0;1;60;0.75;0.5;0.28;29.35
43351;43350;North Kivu;Oicha;1;2;3;1;0;1;0;1;0;0;2;120;0.8;0.5;0.6936;29.5218
43351;43350;North Kivu;Mabalako;21;66;87;7;0;7;0;63;42;2;26;55;0.85;0.6;0.4167;29.25
43351;43350;North Kivu;Masereka;0;1;1;0;0;0;0;1;1;0;0;90;0.3;0.3;0.18;29.15
43351;43350;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;0;110;0.35;0.4;0.1;29.2
43351;43350;Ituri;Mandima;2;9;11;2;0;2;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43350;43349;North Kivu;Beni;4;18;22;2;0;2;0;17;13;0;3;400;0.45;0.6;0.4911;29.473
43350;43349;North Kivu;Butembo;2;1;3;1;0;1;0;3;1;0;0;1200;0.15;0.4;0.1416;29.2881
43350;43349;North Kivu;Kalunguta;0;1;1;0;0;0;0;0;0;0;1;60;0.75;0.5;0.28;29.35
43350;43349;North Kivu;Oicha;1;2;3;1;0;1;0;1;0;0;2;120;0.8;0.5;0.6936;29.5218
43350;43349;North Kivu;Mabalako;21;66;87;4;0;4;0;63;42;1;24;55;0.85;0.6;0.4167;29.25
43350;43349;North Kivu;Masereka;0;1;1;0;0;0;0;1;1;0;0;90;0.3;0.3;0.18;29.15
43350;43349;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;0;110;0.35;0.4;0.1;29.2
43350;43349;Ituri;Mandima;2;9;11;1;0;1;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43349;43348;North Kivu;Beni;4;18;22;1;0;1;1;17;13;0;3;400;0.45;0.6;0.4911;29.473
43349;43348;North Kivu;Butembo;2;1;3;0;0;0;0;3;1;0;3;1200;0.15;0.4;0.1416;29.2881
43349;43348;North Kivu;Kalunguta;0;1;1;0;0;0;0;0;0;0;3;60;0.75;0.5;0.28;29.35
43349;43348;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43349;43348;North Kivu;Mabalako;21;66;87;5;0;5;0;63;42;0;3;55;0.85;0.6;0.4167;29.25
43349;43348;North Kivu;Masereka;0;1;1;0;0;0;1;1;1;0;3;90;0.3;0.3;0.18;29.15
43349;43348;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43349;43348;Ituri;Mandima;2;9;11;1;0;1;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43348;43347;North Kivu;Beni;4;17;21;1;0;1;1;16;12;0;3;400;0.45;0.6;0.4911;29.473
43348;43347;North Kivu;Butembo;2;1;3;0;0;0;1;3;1;0;3;1200;0.15;0.4;0.1416;29.2881
43348;43347;North Kivu;Kalunguta;0;1;1;0;0;0;0;0;0;0;3;60;0.75;0.5;0.28;29.35
43348;43347;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43348;43347;North Kivu;Mabalako;21;66;87;3;0;3;0;63;42;0;3;55;0.85;0.6;0.4167;29.25
43348;43347;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43348;43347;Ituri;Mandima;2;9;11;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43347;43346;North Kivu;Beni;4;18;22;4;4;8;3;15;11;0;3;400;0.45;0.6;0.4911;29.473
43347;43346;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43347;43346;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43347;43346;North Kivu;Mabalako;21;65;86;5;3;8;1;63;42;0;3;55;0.85;0.6;0.4167;29.25
43347;43346;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43347;43346;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43346;43345;North Kivu;Beni;3;16;19;1;3;4;1;12;9;0;3;400;0.45;0.6;0.4911;29.473
43346;43345;North Kivu;Butembo;2;0;2;0;3;3;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43346;43345;North Kivu;Oicha;1;2;3;0;1;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43346;43345;North Kivu;Mabalako;21;65;86;5;1;6;0;62;41;0;3;55;0.85;0.6;0.4167;29.25
43346;43345;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43346;43345;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43345;43344;North Kivu;Beni;3;15;18;3;1;4;1;11;8;0;3;400;0.45;0.6;0.4911;29.473
43345;43344;North Kivu;Butembo;2;0;2;3;0;3;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43345;43344;North Kivu;Oicha;1;2;3;1;0;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43345;43344;North Kivu;Mabalako;21;65;86;1;3;4;1;62;41;0;3;55;0.85;0.6;0.4167;29.25
43345;43344;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43345;43344;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43344;43343;North Kivu;Beni;3;15;18;4;3;7;0;10;7;0;3;400;0.45;0.6;0.4911;29.473
43344;43343;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43344;43343;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43344;43343;North Kivu;Mabalako;21;65;86;3;1;4;1;61;40;0;3;55;0.85;0.6;0.4167;29.25
43344;43343;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43344;43343;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43343;43342;North Kivu;Beni;3;13;16;3;3;6;0;10;7;0;3;400;0.45;0.6;0.4911;29.473
43343;43342;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43343;43342;North Kivu;Oicha;1;2;3;1;0;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43343;43342;North Kivu;Mabalako;21;65;86;1;5;6;0;60;39;0;3;55;0.85;0.6;0.4167;29.25
43343;43342;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43343;43342;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43342;43341;North Kivu;Beni;3;11;14;3;0;3;0;10;7;0;3;400;0.45;0.6;0.4911;29.473
43342;43341;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43342;43341;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43342;43341;North Kivu;Mabalako;21;65;86;5;0;5;0;60;39;0;3;55;0.85;0.6;0.4167;29.25
43342;43341;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43342;43341;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43341;43340;North Kivu;Beni;3;10;13;5;0;5;2;10;7;0;3;400;0.45;0.6;0.4911;29.473
43341;43340;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43341;43340;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43341;43340;North Kivu;Mabalako;21;65;86;5;0;5;0;60;39;0;3;55;0.85;0.6;0.4167;29.25
43341;43340;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43341;43340;Ituri;Mandima;2;8;10;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43340;43339;North Kivu;Beni;1;10;11;1;2;3;0;8;7;0;3;400;0.45;0.6;0.4911;29.473
43340;43339;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43340;43339;North Kivu;Goma;0;0;0;2;0;2;0;0;0;0;3;2500;0.1;0.95;-1.6585;29.2185
43340;43339;North Kivu;Oicha;1;2;3;1;0;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43340;43339;North Kivu;Mabalako;21;64;85;5;4;9;0;60;39;0;3;55;0.85;0.6;0.4167;29.25
43340;43339;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43340;43339;Ituri;Mandima;2;8;10;2;1;3;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43339;43338;North Kivu;Beni;1;10;11;2;1;3;1;8;7;0;3;400;0.45;0.6;0.4911;29.473
43339;43338;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43339;43338;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43339;43338;North Kivu;Mabalako;21;64;85;3;3;6;2;60;39;0;3;55;0.85;0.6;0.4167;29.25
43339;43338;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43339;43338;Ituri;Mandima;2;7;9;1;0;1;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43338;43337;North Kivu;Beni;1;10;11;2;0;2;1;7;6;0;3;400;0.45;0.6;0.4911;29.473
43338;43337;North Kivu;Butembo;2;0;2;1;0;1;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43338;43337;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43338;43337;North Kivu;Mabalako;21;64;85;2;1;3;1;58;37;0;3;55;0.85;0.6;0.4167;29.25
43338;43337;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43338;43337;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43337;43336;North Kivu;Beni;1;7;8;2;0;2;0;6;5;0;3;400;0.45;0.6;0.4911;29.473
43337;43336;North Kivu;Butembo;2;0;2;1;0;1;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43337;43336;North Kivu;Oicha;1;2;3;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43337;43336;North Kivu;Mabalako;21;63;84;2;1;3;3;57;36;0;3;55;0.85;0.6;0.4167;29.25
43337;43336;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43337;43336;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43336;43335;North Kivu;Beni;1;7;8;1;0;1;2;6;5;0;3;400;0.45;0.6;0.4911;29.473
43336;43335;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43336;43335;North Kivu;Oicha;1;1;2;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43336;43335;North Kivu;Mabalako;21;62;83;7;0;7;2;54;33;0;3;55;0.85;0.6;0.4167;29.25
43336;43335;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43336;43335;Ituri;Mandima;2;7;9;2;0;2;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43335;43334;North Kivu;Beni;0;6;6;3;0;3;0;4;4;0;3;400;0.45;0.6;0.4911;29.473
43335;43334;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43335;43334;North Kivu;Oicha;1;1;2;0;1;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43335;43334;North Kivu;Mabalako;21;62;83;3;6;9;2;52;31;0;3;55;0.85;0.6;0.4167;29.25
43335;43334;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43335;43334;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43334;43333;North Kivu;Beni;0;6;6;0;0;0;0;4;4;0;3;400;0.45;0.6;0.4911;29.473
43334;43333;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43334;43333;North Kivu;Oicha;1;1;2;1;0;1;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43334;43333;North Kivu;Mabalako;21;62;83;6;0;6;2;50;29;0;3;55;0.85;0.6;0.4167;29.25
43334;43333;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43334;43333;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43333;43332;North Kivu;Beni;0;6;6;0;0;0;1;4;4;0;3;400;0.45;0.6;0.4911;29.473
43333;43332;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43333;43332;North Kivu;Oicha;1;1;2;2;0;2;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43333;43332;North Kivu;Mabalako;21;61;82;7;0;7;3;48;27;0;3;55;0.85;0.6;0.4167;29.25
43333;43332;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43333;43332;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43332;43331;North Kivu;Beni;0;5;5;2;0;2;0;3;3;0;3;400;0.45;0.6;0.4911;29.473
43332;43331;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43332;43331;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43332;43331;North Kivu;Mabalako;21;57;78;3;0;3;5;45;24;0;3;55;0.85;0.6;0.4167;29.25
43332;43331;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43332;43331;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43331;43330;North Kivu;Beni;0;5;5;2;1;3;0;3;3;0;3;400;0.45;0.6;0.4911;29.473
43331;43330;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43331;43330;North Kivu;Goma;0;0;0;1;3;4;0;0;0;0;3;2500;0.1;0.95;-1.6585;29.2185
43331;43330;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43331;43330;North Kivu;Mabalako;21;52;73;5;0;5;1;40;19;0;3;55;0.85;0.6;0.4167;29.25
43331;43330;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43331;43330;Ituri;Mandima;2;7;9;0;0;0;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43330;43329;North Kivu;Beni;0;5;5;2;5;7;0;3;3;0;3;400;0.45;0.6;0.4911;29.473
43330;43329;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43330;43329;North Kivu;Goma;0;0;0;1;2;3;0;0;0;0;3;2500;0.1;0.95;-1.6585;29.2185
43330;43329;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43330;43329;North Kivu;Mabalako;21;51;72;6;3;9;2;39;18;0;3;55;0.85;0.6;0.4167;29.25
43330;43329;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43330;43329;Ituri;Mandima;2;7;9;0;6;6;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43329;43328;North Kivu;Beni;0;5;5;1;7;8;0;3;3;0;3;400;0.45;0.6;0.4911;29.473
43329;43328;North Kivu;Butembo;2;0;2;1;0;1;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43329;43328;North Kivu;Goma;0;0;0;2;0;2;0;0;0;0;3;2500;0.1;0.95;-1.6585;29.2185
43329;43328;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43329;43328;North Kivu;Mabalako;21;48;69;4;0;4;4;37;16;0;3;55;0.85;0.6;0.4167;29.25
43329;43328;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43329;43328;Ituri;Mandima;2;7;9;0;6;6;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43328;43327;North Kivu;Beni;0;5;5;2;6;8;2;4;4;0;3;400;0.45;0.6;0.4911;29.473
43328;43327;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43328;43327;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43328;43327;North Kivu;Mabalako;21;39;60;4;2;6;0;33;12;0;3;55;0.85;0.6;0.4167;29.25
43328;43327;North Kivu;Masereka;0;0;0;0;4;4;0;0;0;0;3;90;0.3;0.3;0.18;29.15
43328;43327;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43328;43327;Ituri;Mandima;2;7;9;3;3;6;0;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43327;43326;North Kivu;Beni;0;5;5;3;4;7;0;2;2;0;3;400;0.45;0.6;0.4911;29.473
43327;43326;North Kivu;Butembo;2;0;2;0;2;2;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43327;43326;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43327;43326;North Kivu;Mabalako;21;34;55;10;14;24;1;33;12;0;3;55;0.85;0.6;0.4167;29.25
43327;43326;North Kivu;Masereka;0;0;0;0;4;4;0;0;0;0;3;90;0.3;0.3;0.18;29.15
43327;43326;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43327;43326;Ituri;Mandima;2;7;9;1;2;3;0;4;2;0;3;30;0.88;0.6;1.1522;29.0718
43326;43325;North Kivu;Beni;0;5;5;1;5;6;0;2;2;0;3;400;0.45;0.6;0.4911;29.473
43326;43325;North Kivu;Butembo;2;0;2;0;2;2;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43326;43325;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43326;43325;North Kivu;Mabalako;21;27;48;5;17;22;0;32;11;0;3;55;0.85;0.6;0.4167;29.25
43326;43325;North Kivu;Masereka;0;0;0;0;4;4;0;0;0;0;3;90;0.3;0.3;0.18;29.15
43326;43325;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43326;43325;Ituri;Mandima;2;7;9;2;0;2;1;4;2;0;3;30;0.88;0.6;1.1522;29.0718
43325;43324;North Kivu;Beni;0;5;5;2;5;7;0;2;2;0;3;400;0.45;0.6;0.4911;29.473
43325;43324;North Kivu;Butembo;2;0;2;2;0;2;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43325;43324;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43325;43324;North Kivu;Mabalako;21;24;45;8;37;45;1;32;11;0;3;55;0.85;0.6;0.4167;29.25
43325;43324;North Kivu;Masereka;0;0;0;0;4;4;0;0;0;0;3;90;0.3;0.3;0.18;29.15
43325;43324;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43325;43324;Ituri;Mandima;2;1;3;0;0;0;1;3;1;0;3;30;0.88;0.6;1.1522;29.0718
43324;43323;North Kivu;Beni;0;5;5;0;7;7;0;2;2;0;3;400;0.45;0.6;0.4911;29.473
43324;43323;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43324;43323;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43324;43323;North Kivu;Mabalako;21;20;41;7;30;37;1;31;10;0;3;55;0.85;0.6;0.4167;29.25
43324;43323;North Kivu;Masereka;0;0;0;4;0;4;0;0;0;0;3;90;0.3;0.3;0.18;29.15
43324;43323;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43324;43323;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43323;43322;North Kivu;Beni;0;4;4;1;15;16;0;2;2;0;3;400;0.45;0.6;0.4911;29.473
43323;43322;North Kivu;Butembo;2;0;2;1;0;1;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43323;43322;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43323;43322;North Kivu;Mabalako;21;18;39;6;30;36;0;30;9;0;3;55;0.85;0.6;0.4167;29.25
43323;43322;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43323;43322;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43322;43321;North Kivu;Beni;0;4;4;2;13;15;1;2;2;0;3;400;0.45;0.6;0.4911;29.473
43322;43321;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43322;43321;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43322;43321;North Kivu;Mabalako;21;17;38;6;30;36;1;30;9;0;3;55;0.85;0.6;0.4167;29.25
43322;43321;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43322;43321;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43321;43320;North Kivu;Beni;0;4;4;2;20;22;0;1;1;0;3;400;0.45;0.6;0.4911;29.473
43321;43320;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43321;43320;North Kivu;Goma;0;0;0;2;0;2;0;0;0;0;3;2500;0.1;0.95;-1.6585;29.2185
43321;43320;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43321;43320;North Kivu;Mabalako;21;13;34;8;22;30;1;30;9;0;3;55;0.85;0.6;0.4167;29.25
43321;43320;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43321;43320;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43320;43319;North Kivu;Beni;0;4;4;3;22;25;0;1;1;0;3;400;0.45;0.6;0.4911;29.473
43320;43319;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43320;43319;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43320;43319;North Kivu;Mabalako;21;13;34;7;15;22;0;29;8;0;3;55;0.85;0.6;0.4167;29.25
43320;43319;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43320;43319;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43319;43318;North Kivu;Beni;0;3;3;13;12;25;1;1;1;0;3;400;0.45;0.6;0.4911;29.473
43319;43318;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43319;43318;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43319;43318;North Kivu;Mabalako;21;13;34;4;17;21;1;29;8;0;3;55;0.85;0.6;0.4167;29.25
43319;43318;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43319;43318;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43318;43317;North Kivu;Beni;0;3;3;7;7;14;0;0;0;0;3;400;0.45;0.6;0.4911;29.473
43318;43317;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43318;43317;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43318;43317;North Kivu;Mabalako;21;13;34;14;3;17;4;28;7;0;3;55;0.85;0.6;0.4167;29.25
43318;43317;North Kivu;Musienene;1;0;1;0;0;0;0;1;0;0;3;110;0.35;0.4;0.1;29.2
43318;43317;Ituri;Mandima;2;0;2;0;0;0;0;2;0;0;3;30;0.88;0.6;1.1522;29.0718
43318;43317;North Kivu;Mambasa;0;0;0;0;0;0;0;0;0;0;3;25;0.92;0.7;1.3533;29.0536
43316;43315;North Kivu;Beni;0;3;3;0;0;3;0;0;0;0;3;400;0.45;0.6;0.4911;29.473
43316;43315;North Kivu;Butembo;2;0;2;0;0;0;0;2;0;0;3;1200;0.15;0.4;0.1416;29.2881
43316;43315;North Kivu;Oicha;1;0;1;0;0;0;0;1;0;0;3;120;0.8;0.5;0.6936;29.5218
43316;43315;North Kivu;Mabalako;21;10;31;0;0;25;0;24;3;0;3;55;0.85;0.6;0.4167;29.25
